temperature,vacuum,pressure,humidity,power_output,brush_stress,high_stress
35.0,66.7,992.79,94.4,436.49,0.923,1
8.8,65.4,1018.82,27.5,502.36,0.241,0
6.3,50.6,1031.75,48.0,511.17,0.278,0
34.8,70.7,1032.45,30.2,446.61,0.644,1
23.3,39.3,1026.73,60.0,478.02,0.576,0
7.4,71.1,1004.39,48.0,496.89,0.318,0
27.7,77.3,1021.7,37.4,465.93,0.557,0
32.2,76.2,1032.58,78.3,451.01,0.799,1
10.1,31.3,1011.92,44.0,507.19,0.31,0
2.0,48.8,1025.41,86.2,508.81,0.389,0
8.5,38.5,1016.78,36.1,504.45,0.267,0
20.1,65.1,1031.6,64.1,486.07,0.542,0
13.9,46.2,1024.38,69.2,484.7,0.498,0
35.8,57.5,1004.67,28.6,449.07,0.643,1
34.0,45.3,993.04,75.4,454.1,0.8,1
10.0,28.4,1032.04,71.5,505.55,0.423,0
17.6,35.6,1005.0,89.5,484.27,0.62,1
25.4,38.0,1009.31,26.8,479.2,0.464,0
13.9,81.4,1012.45,81.8,479.02,0.56,0
25.1,44.5,1017.86,77.5,472.3,0.677,1
5.9,73.4,998.91,35.4,512.95,0.22,0
11.7,57.4,993.39,27.7,501.84,0.273,0
27.8,45.5,1025.39,30.8,463.09,0.538,0
30.5,78.3,1021.97,94.9,449.45,0.851,1
8.9,26.0,1002.43,60.3,504.35,0.369,0
11.5,48.3,1008.89,90.3,494.77,0.536,0
25.0,67.8,1032.38,43.9,468.38,0.55,0
4.0,34.2,998.73,40.4,523.18,0.198,0
22.8,36.2,1004.79,53.9,481.39,0.539,0
31.2,66.5,1021.66,97.2,450.04,0.866,1
11.9,46.4,1029.74,37.9,499.89,0.32,0
25.4,47.7,1008.6,35.8,478.09,0.502,0
9.4,45.5,996.43,82.9,501.95,0.47,0
6.2,56.7,1016.78,60.5,517.31,0.314,0
11.4,77.8,998.25,95.0,495.63,0.552,0
13.2,64.9,1015.68,49.1,491.51,0.396,0
5.6,29.6,1016.31,100.2,506.36,0.489,0
24.5,70.4,1012.26,30.1,475.53,0.474,0
25.5,64.6,1020.9,98.0,459.98,0.788,1
7.9,63.5,1029.45,60.2,502.47,0.361,0
18.1,78.4,996.05,90.9,464.42,0.67,1
7.2,56.9,1014.38,59.9,504.96,0.347,0
36.6,35.9,1030.73,70.9,448.47,0.823,1
8.4,78.5,1002.61,59.1,499.42,0.368,0
24.9,39.4,1016.47,71.3,469.45,0.655,1
14.4,53.0,1024.35,98.8,486.51,0.618,1
9.8,78.2,1019.27,67.4,488.88,0.438,0
28.9,43.9,1004.52,40.7,469.18,0.577,0
20.5,70.4,1025.11,59.8,475.6,0.549,0
17.3,69.5,1014.09,87.8,480.2,0.618,1
14.0,69.2,1007.8,60.4,490.14,0.452,0
11.6,40.0,1013.68,94.3,490.92,0.56,0
29.9,78.0,996.93,81.4,451.26,0.786,1
11.4,71.5,997.68,37.2,497.25,0.317,0
33.0,77.3,1002.99,68.8,448.06,0.776,1
12.8,66.0,1029.52,93.4,484.23,0.584,0
3.0,39.9,1003.77,78.8,509.47,0.369,0
36.9,66.8,1000.76,93.8,433.33,0.947,1
22.2,44.1,1020.64,71.6,477.98,0.61,1
22.5,45.7,1005.41,31.4,475.19,0.458,0
3.1,77.7,1022.77,55.0,509.31,0.275,0
32.8,45.4,1026.42,99.8,446.94,0.9,1
3.5,77.2,998.33,78.2,502.3,0.386,0
4.7,47.5,1019.6,83.1,508.77,0.406,0
36.6,27.8,1031.92,33.2,460.47,0.647,1
24.7,68.6,1011.18,43.0,469.94,0.539,0
32.8,46.0,995.55,44.0,459.38,0.652,1
23.6,47.1,1016.17,38.0,483.49,0.48,0
9.6,64.5,1024.78,94.9,488.01,0.547,0
26.7,70.7,1001.98,92.3,447.8,0.802,1
7.8,73.2,1014.46,59.8,494.68,0.374,0
16.3,78.5,997.83,42.8,480.5,0.426,0
17.9,55.7,1011.51,66.5,481.33,0.537,0
19.4,69.6,1008.58,85.5,466.72,0.658,1
21.6,28.7,1026.71,42.4,483.36,0.477,0
22.2,39.6,1016.23,26.7,486.97,0.413,0
30.8,76.4,1009.08,70.9,450.28,0.756,1
18.7,77.5,1017.86,92.4,467.58,0.677,1
34.0,39.8,1014.44,56.8,454.44,0.726,1
5.9,74.8,1029.08,44.3,502.98,0.275,0
6.4,44.5,1022.57,57.3,504.22,0.33,0
28.6,67.9,1008.67,38.5,464.46,0.574,0
5.6,75.8,1022.82,33.5,505.51,0.223,0
6.2,45.1,1024.02,71.8,511.45,0.371,0
4.8,47.3,1022.24,34.6,517.12,0.196,0
22.4,67.2,1025.07,49.5,479.2,0.522,0
21.1,26.9,1007.73,99.4,479.04,0.707,1
19.1,58.6,1013.25,76.3,483.1,0.585,0
9.5,77.4,1023.14,40.3,500.69,0.302,0
17.5,52.1,1010.88,94.1,478.48,0.648,1
35.1,81.2,1032.75,40.9,449.47,0.685,1
7.4,76.8,1031.54,49.2,503.18,0.311,0
18.3,64.7,992.66,25.9,478.36,0.385,0
24.4,76.2,1010.47,42.1,467.84,0.537,0
24.7,76.4,998.99,65.7,466.59,0.637,1
7.1,45.2,1013.2,57.8,505.9,0.336,0
32.0,76.7,1028.01,96.8,447.58,0.877,1
19.4,70.8,1017.53,36.9,479.93,0.437,0
3.5,55.2,1001.66,43.5,509.71,0.233,0
7.1,47.8,996.87,57.6,509.3,0.328,0
33.6,65.2,1005.28,84.1,440.9,0.858,1
14.5,75.6,1024.76,38.1,494.03,0.361,0
11.1,67.3,1023.84,56.2,492.51,0.4,0
21.3,26.7,995.88,92.9,477.67,0.687,1
6.8,78.7,1002.69,73.1,496.6,0.413,0
20.7,50.4,1027.13,83.8,477.17,0.644,1
20.6,76.4,1007.84,44.8,472.4,0.497,0
26.3,72.7,1028.27,88.0,448.78,0.779,1
18.1,37.8,997.71,67.4,488.3,0.528,0
27.2,69.3,1002.84,49.0,456.22,0.618,1
6.4,76.5,1028.83,45.7,503.98,0.284,0
11.6,33.6,1016.59,98.0,494.66,0.568,0
24.9,77.8,1012.41,48.3,458.93,0.585,0
7.6,39.2,1027.7,99.3,501.64,0.516,0
15.3,74.5,996.32,90.4,470.8,0.626,1
35.8,37.5,1012.36,39.6,450.53,0.684,1
35.5,73.8,1019.98,28.2,450.19,0.636,1
6.8,70.9,1026.73,61.3,502.62,0.354,0
29.9,26.1,1000.22,92.6,461.14,0.812,1
20.7,53.2,1006.78,48.1,474.53,0.507,0
9.6,45.1,998.56,67.2,505.82,0.401,0
13.4,41.1,1023.18,53.6,502.07,0.395,0
11.8,34.0,1009.25,51.6,500.71,0.373,0
28.0,44.2,1030.93,43.2,461.42,0.593,0
29.0,81.5,1024.46,89.8,452.36,0.808,1
12.8,40.4,1014.22,99.1,491.12,0.593,0
4.1,61.9,1024.58,65.6,511.6,0.324,0
16.5,51.0,997.64,38.5,496.9,0.379,0
9.5,74.3,1000.84,31.3,503.49,0.261,0
35.0,47.4,1002.33,62.7,446.89,0.775,1
32.8,69.5,1016.47,40.1,450.89,0.653,1
12.4,45.3,1004.18,96.3,489.4,0.581,0
25.7,32.3,1010.84,88.9,469.61,0.734,1
33.8,71.8,997.93,65.5,447.0,0.773,1
23.6,77.7,1014.28,51.3,472.62,0.555,0
27.8,63.3,1030.24,29.9,476.82,0.506,0
10.8,39.8,1020.64,47.7,503.87,0.34,0
5.8,72.7,1017.04,47.4,506.44,0.279,0
21.9,77.9,1002.94,29.6,474.75,0.445,0
35.0,77.1,1024.92,53.7,443.13,0.747,1
17.9,49.3,1002.15,54.8,487.88,0.477,0
36.4,27.6,1026.86,90.5,447.7,0.9,1
25.6,49.2,1019.88,28.6,473.31,0.485,0
25.6,72.7,1012.12,42.2,459.27,0.567,0
17.7,66.4,994.0,74.1,482.66,0.562,0
34.3,39.1,1001.47,80.0,449.77,0.832,1
29.6,70.7,1002.94,64.1,457.92,0.701,1
24.1,57.3,1031.6,39.2,473.25,0.511,0
35.5,43.7,1031.8,89.1,439.92,0.9,1
5.0,44.9,992.47,68.1,511.24,0.344,0
3.5,30.3,1006.4,40.8,522.88,0.195,0
23.0,58.2,1019.37,66.5,473.73,0.608,1
3.6,59.4,995.79,64.1,512.57,0.31,0
19.5,80.0,999.2,93.2,468.27,0.687,1
36.6,31.5,1013.09,32.4,451.08,0.663,1
29.5,76.5,1029.24,91.2,453.46,0.817,1
26.4,57.5,1031.01,78.7,462.87,0.714,1
8.7,70.3,1023.23,46.5,505.56,0.309,0
14.1,30.9,1007.58,44.0,500.72,0.367,0
27.9,55.9,1027.64,29.8,472.52,0.516,0
35.2,62.5,992.81,76.4,453.29,0.82,1
2.3,35.4,994.31,72.2,517.5,0.319,0
12.8,36.6,1015.18,37.9,498.09,0.334,0
24.9,74.4,998.03,62.4,466.7,0.626,1
14.9,52.5,1012.86,96.9,482.36,0.624,1
18.1,30.9,1030.6,32.2,492.26,0.379,0
14.4,62.7,1000.0,54.4,484.84,0.443,0
27.3,76.5,1015.13,98.8,449.53,0.832,1
31.3,47.7,1015.21,44.0,458.34,0.638,1
24.7,33.8,997.98,41.9,480.06,0.515,0
9.7,35.1,1004.87,29.6,509.88,0.244,0
29.0,36.0,1000.68,73.8,469.7,0.709,1
6.8,44.8,1024.16,81.2,501.96,0.435,0
19.9,61.6,992.35,84.8,472.92,0.648,1
6.4,51.0,998.71,30.1,515.32,0.198,0
12.0,80.5,994.15,30.4,495.83,0.3,0
34.0,59.8,1014.32,93.1,447.35,0.885,1
7.8,59.0,1009.11,97.8,501.38,0.513,0
4.0,26.1,1016.74,32.8,525.06,0.165,0
12.3,33.9,995.23,33.6,500.72,0.306,0
29.9,46.4,1001.34,64.5,462.87,0.695,1
13.1,58.0,998.0,37.1,499.51,0.331,0
35.8,31.9,1001.51,90.6,443.95,0.902,1
6.9,66.3,1012.47,78.6,494.77,0.44,0
14.4,71.6,999.63,69.6,487.73,0.499,0
32.0,49.4,1007.96,78.6,456.72,0.787,1
4.6,55.1,1027.75,86.3,504.86,0.426,0
5.7,77.3,1026.67,80.0,501.1,0.42,0
23.1,40.0,999.52,97.1,471.97,0.735,1
34.0,30.0,994.61,87.5,453.36,0.851,1
24.8,53.9,999.61,41.0,473.46,0.525,0
4.6,69.8,1018.14,75.3,500.6,0.39,0
9.8,79.4,1003.12,60.0,493.4,0.4,0
27.4,79.9,1032.67,37.1,461.76,0.561,0
18.4,53.0,1009.32,89.8,480.85,0.636,1
13.4,33.9,1010.17,75.6,496.67,0.494,0
17.2,45.9,1019.33,51.1,486.58,0.457,0
30.9,79.5,1000.81,57.7,450.62,0.703,1
15.2,62.9,998.09,40.5,495.14,0.376,0
6.0,28.1,999.17,58.5,508.68,0.322,0
3.4,79.8,1016.63,36.0,509.75,0.201,0
12.3,74.3,1016.99,41.4,487.72,0.363,0
9.9,41.1,1010.69,51.6,501.82,0.35,0
25.7,47.2,1010.55,40.9,475.21,0.531,0
10.6,50.1,1016.6,40.5,496.95,0.323,0
24.6,81.3,1031.83,90.5,459.85,0.748,1
25.7,41.1,1018.2,69.0,463.42,0.667,1
30.1,67.8,1032.65,70.3,449.73,0.747,1
34.6,31.5,1020.01,65.9,441.35,0.795,1
17.4,73.8,1004.65,37.6,484.4,0.409,0
12.6,71.8,1009.25,73.5,488.29,0.494,0
9.7,53.7,999.5,51.4,502.37,0.345,0
30.0,25.9,1007.55,37.2,473.0,0.567,0
28.5,44.0,1031.28,89.9,467.7,0.772,1
4.6,28.7,1019.42,33.0,512.28,0.197,0
4.6,42.9,994.12,87.7,503.21,0.435,0
33.7,44.0,1008.54,97.2,450.31,0.893,1
14.5,52.7,996.15,86.9,488.27,0.568,0
15.9,29.8,1008.07,43.3,488.18,0.409,0
24.7,68.3,1005.05,37.1,466.85,0.522,0
30.8,71.0,1019.17,39.0,449.31,0.63,1
8.0,39.0,1016.31,90.8,498.29,0.493,0
18.3,77.3,1014.61,91.4,470.3,0.663,1
3.6,45.5,1003.55,43.4,519.03,0.215,0
20.0,29.5,1012.3,89.0,480.29,0.651,1
36.0,65.1,1002.66,83.7,445.14,0.873,1
25.2,67.5,1000.93,80.5,465.3,0.704,1
2.9,76.7,1009.36,96.5,497.76,0.461,0
36.7,80.2,1032.97,99.3,433.96,0.966,1
9.9,75.7,1029.72,94.4,482.53,0.559,0
27.6,79.4,996.97,92.3,452.86,0.802,1
21.6,37.1,1025.86,43.8,482.87,0.483,0
28.6,66.1,1002.28,97.6,462.14,0.815,1
10.9,69.7,992.59,50.7,496.16,0.368,0
8.5,46.9,1008.35,43.8,504.69,0.298,0
34.1,46.1,992.15,74.0,450.43,0.804,1
11.3,33.2,1020.67,33.0,506.92,0.28,0
34.0,75.7,1025.37,99.5,443.36,0.919,1
31.0,54.7,1006.44,93.8,447.77,0.855,1
18.3,27.2,1009.3,63.5,485.16,0.521,0
22.6,44.8,1011.15,86.4,475.05,0.679,1
31.4,53.9,1023.22,80.2,455.32,0.79,1
9.0,77.0,1008.91,39.0,501.77,0.289,0
36.5,29.1,1006.62,42.4,456.38,0.691,1
29.5,38.2,1022.34,76.7,463.12,0.74,1
9.8,32.3,994.12,81.7,505.44,0.462,0
7.2,59.6,1019.15,37.9,498.25,0.273,0
2.4,65.6,992.58,64.9,513.33,0.298,0
6.2,34.0,1030.49,81.8,507.34,0.42,0
32.0,67.2,1019.67,46.7,457.07,0.659,1
14.1,69.7,1032.62,74.7,482.41,0.526,0
34.3,75.2,1005.86,82.5,445.16,0.851,1
15.3,40.5,994.32,70.4,491.23,0.504,0
12.6,74.2,1030.31,61.2,488.26,0.445,0
6.5,78.7,1014.4,65.0,501.04,0.368,0
2.2,79.6,1019.25,88.6,505.74,0.407,0
23.4,77.6,1004.16,73.3,465.25,0.656,1
27.1,74.5,1024.42,39.1,464.84,0.56,0
23.1,37.3,1025.01,76.3,478.99,0.638,1
4.4,77.2,1007.69,42.8,505.9,0.247,0
22.1,52.6,1024.41,43.0,480.24,0.49,0
15.1,76.9,1032.06,60.9,483.09,0.48,0
24.0,72.7,1004.9,80.7,464.62,0.693,1
5.0,69.9,1010.66,86.7,500.47,0.44,0
30.5,60.0,1021.49,66.4,454.78,0.725,1
29.6,46.5,1023.09,57.5,471.1,0.648,1
32.4,26.8,1026.19,82.5,454.69,0.81,1
23.1,77.0,1028.23,93.6,462.19,0.74,1
4.6,48.3,1018.36,57.3,513.34,0.292,0
3.7,76.6,1011.11,88.7,501.83,0.432,0
11.4,71.4,1009.91,31.2,495.33,0.297,0
36.0,26.2,1031.12,48.7,455.98,0.712,1
5.1,66.8,1006.4,64.3,508.49,0.335,0
34.6,80.3,1001.52,29.0,449.53,0.631,1
25.8,57.4,1021.64,42.5,473.75,0.541,0
15.8,59.1,996.1,26.6,493.36,0.331,0
16.9,29.4,1026.86,63.3,493.52,0.488,0
28.8,44.9,1013.34,72.4,465.56,0.71,1
35.0,64.6,1016.71,94.9,446.32,0.906,1
29.8,74.0,1002.86,56.3,456.14,0.675,1
12.8,54.7,1030.22,73.3,490.93,0.49,0
24.0,58.4,992.63,96.4,468.43,0.748,1
24.1,52.3,1028.65,85.8,470.3,0.703,1
10.4,48.2,1028.4,88.7,498.31,0.511,0
9.9,53.6,1004.34,83.7,494.5,0.493,0
9.1,64.1,1000.03,53.9,495.98,0.363,0
24.6,52.3,1005.16,54.6,470.01,0.585,0
31.1,64.1,1020.4,38.4,455.31,0.619,1
13.3,56.8,1019.3,97.5,479.8,0.614,1
26.9,71.1,1030.28,84.9,460.84,0.749,1
35.5,30.1,1007.03,62.4,453.96,0.765,1
22.7,43.4,1029.84,30.7,476.48,0.455,0
33.5,71.3,1008.46,92.9,442.38,0.888,1
14.4,27.9,995.74,31.8,497.32,0.328,0
16.6,80.8,1026.47,26.0,487.41,0.348,0
7.1,74.5,1027.06,61.6,500.51,0.362,0
4.4,39.2,1018.28,43.6,517.69,0.226,0
22.0,53.7,1009.15,56.2,479.31,0.544,0
11.8,66.2,1015.78,65.2,488.81,0.451,0
23.3,36.2,1006.57,44.8,470.82,0.53,0
11.6,32.9,1004.69,94.3,495.39,0.552,0
3.9,51.3,1026.69,33.4,516.7,0.182,0
6.5,41.1,1031.54,94.2,500.91,0.485,0
17.6,28.7,1010.81,64.9,493.22,0.504,0
13.9,39.8,996.81,99.5,489.45,0.61,1
20.7,62.1,992.37,53.2,472.27,0.532,0
25.9,71.5,1009.82,70.6,463.41,0.676,1
29.7,28.2,1013.7,99.9,457.95,0.844,1
11.2,76.6,1017.34,37.7,501.3,0.309,0
20.0,49.3,1012.36,68.3,471.75,0.586,0
5.7,43.9,995.91,46.2,518.12,0.25,0
15.2,52.8,1026.98,51.7,492.89,0.425,0
18.5,72.1,1022.37,39.7,479.33,0.44,0
36.9,62.6,1013.17,56.7,453.72,0.758,1
15.5,66.9,1006.19,90.7,477.01,0.616,1
3.4,33.5,1026.71,78.1,520.24,0.348,0
9.1,45.0,1031.15,42.6,504.21,0.3,0
3.1,55.6,1011.62,67.4,510.93,0.321,0
24.2,57.1,1010.38,48.3,469.69,0.556,0
12.5,81.1,1012.83,86.4,484.0,0.553,0
23.6,52.9,1028.96,87.0,471.6,0.699,1
30.7,25.5,1024.18,87.1,462.23,0.796,1
25.8,58.0,1001.14,80.2,463.66,0.712,1
14.7,37.0,1026.66,65.0,490.19,0.478,0
6.5,72.8,1013.32,78.1,504.28,0.414,0
8.0,78.0,1019.52,86.4,495.2,0.481,0
12.0,36.5,1004.42,76.2,491.49,0.492,0
15.2,74.1,1011.94,37.5,485.0,0.385,0
26.5,31.8,1010.36,59.3,466.01,0.631,1
36.5,31.5,1026.17,94.9,447.38,0.919,1
8.3,67.2,1011.75,87.6,488.93,0.502,0
6.0,26.6,995.8,52.4,500.7,0.313,0
16.0,28.5,1011.97,43.0,486.29,0.413,0
12.8,60.8,1005.67,73.0,486.69,0.497,0
2.4,81.3,1017.19,45.4,515.57,0.217,0
18.3,68.3,1005.13,95.8,478.0,0.665,1
20.7,54.0,1013.19,60.3,477.78,0.549,0
6.0,68.9,1000.96,67.4,503.32,0.368,0
27.5,73.2,1031.76,45.5,467.78,0.584,0
27.7,64.3,1025.38,59.5,466.91,0.644,1
27.0,63.1,1022.14,71.2,459.47,0.698,1
15.8,26.0,997.49,49.9,487.1,0.436,0
16.6,53.9,992.75,54.5,485.03,0.468,0
28.6,63.6,1000.19,77.5,455.61,0.747,1
23.8,36.8,1029.96,98.2,467.93,0.754,1
2.6,41.6,993.2,58.6,518.14,0.266,0
28.1,56.7,1011.89,80.5,459.77,0.746,1
10.5,49.0,1022.1,47.7,502.61,0.339,0
23.9,77.4,1015.87,44.0,471.85,0.531,0
16.9,64.5,996.47,60.5,490.56,0.484,0
2.9,49.2,997.49,99.2,510.31,0.447,0
21.6,60.6,1018.97,56.7,472.41,0.556,0
12.7,36.3,1005.84,67.7,495.83,0.456,0
29.9,38.8,995.13,56.5,463.68,0.662,1
21.0,34.8,1008.76,76.0,482.71,0.606,1
29.6,72.0,1010.86,96.8,451.11,0.845,1
22.3,49.9,1007.97,75.9,471.78,0.641,1
10.4,59.0,1025.18,95.4,489.28,0.556,0
21.3,80.0,1008.22,26.4,478.65,0.418,0
24.7,46.2,1008.08,98.6,461.1,0.779,1
11.5,76.6,1004.26,95.0,485.98,0.572,0
10.0,54.7,1017.59,53.5,497.05,0.368,0
27.8,26.3,1029.16,91.3,469.44,0.768,1
25.9,28.0,1025.92,67.9,472.91,0.646,1
15.5,73.7,1029.58,30.3,494.16,0.341,0
3.2,58.2,998.12,76.1,510.26,0.359,0
18.6,54.5,999.98,52.6,480.98,0.489,0
30.9,40.0,993.6,27.5,461.32,0.562,0
3.9,49.9,1003.19,50.0,517.62,0.247,0
30.0,32.0,999.98,44.3,462.35,0.617,1
23.3,60.4,1014.29,82.9,471.27,0.681,1
14.3,41.3,1031.45,55.1,495.34,0.424,0
25.2,62.6,1027.56,36.1,469.74,0.517,0
6.3,37.7,1018.6,29.5,515.83,0.195,0
29.8,52.4,1002.97,33.8,473.98,0.549,0
24.4,42.7,995.43,83.0,463.22,0.709,1
32.7,57.7,1010.64,72.8,449.21,0.786,1
33.1,27.7,1001.14,28.3,466.12,0.579,0
10.7,65.4,1019.2,51.2,498.6,0.363,0
8.3,78.8,993.04,39.4,502.56,0.282,0
17.7,53.3,1023.37,75.3,474.46,0.583,0
7.8,34.3,1025.76,77.5,503.04,0.428,0
10.5,41.6,992.4,40.2,497.6,0.319,0
29.6,55.9,999.69,60.1,456.35,0.688,1
2.9,57.6,1016.43,39.4,522.99,0.183,0
33.2,78.7,1032.96,84.4,441.93,0.853,1
10.3,54.1,1004.4,31.5,505.97,0.265,0
35.3,29.2,1014.3,83.1,453.89,0.846,1
7.0,71.3,1003.92,47.2,504.47,0.296,0
18.6,75.9,1015.46,33.0,491.32,0.391,0
11.0,71.1,1021.08,51.0,490.41,0.382,0
7.9,77.5,1022.17,95.8,494.68,0.519,0
21.3,31.2,1013.04,80.3,478.6,0.634,1
10.3,76.1,1009.57,63.7,490.36,0.425,0
11.3,62.8,998.41,58.5,495.36,0.406,0
13.5,40.4,1029.89,76.1,494.91,0.5,0
34.1,36.2,1008.34,69.2,451.94,0.782,1
20.5,68.8,1027.51,61.5,476.17,0.555,0
19.5,49.7,1027.43,52.1,481.49,0.496,0
16.4,55.1,1016.03,28.3,493.18,0.344,0
28.3,64.0,1018.58,87.5,457.52,0.781,1
8.0,42.0,1024.45,47.5,508.41,0.3,0
6.0,52.6,1019.09,85.9,507.45,0.434,0
3.9,60.4,1026.08,36.2,515.46,0.197,0
32.3,51.3,1015.28,61.7,449.0,0.738,1
9.0,66.9,1025.53,57.5,502.59,0.362,0
7.8,33.7,1012.58,45.7,511.37,0.285,0
2.4,73.5,1023.82,45.5,507.81,0.232,0
7.1,56.1,1009.57,57.4,507.18,0.333,0
31.1,36.3,992.55,64.9,455.72,0.725,1
27.9,48.1,1007.33,46.7,465.75,0.597,0
17.8,41.0,1026.52,50.3,490.99,0.452,0
2.7,25.6,1005.9,73.7,518.11,0.328,0
31.9,47.6,1006.37,81.9,449.84,0.812,1
20.9,66.5,1025.18,40.4,475.35,0.477,0
8.6,73.2,1030.36,51.8,502.8,0.335,0
21.7,42.8,993.22,68.6,468.07,0.613,1
26.8,72.9,992.04,75.5,458.84,0.714,1
31.1,49.8,1021.15,41.9,462.21,0.62,1
3.2,77.0,1004.26,40.6,505.81,0.225,0
6.1,55.1,1032.37,95.1,508.33,0.469,0
25.9,68.4,1022.47,39.8,463.25,0.553,0
36.7,42.8,1023.35,84.0,443.13,0.887,1
35.7,66.3,1022.55,86.2,444.86,0.882,1
30.2,58.2,994.42,99.8,443.08,0.879,1
34.1,42.0,1004.98,98.2,451.71,0.898,1
36.1,51.0,1004.43,29.3,452.4,0.642,1
31.0,45.8,1014.58,37.2,462.65,0.599,0
25.5,50.4,998.52,95.4,460.7,0.776,1
32.8,58.6,1025.17,66.0,461.24,0.736,1
7.9,77.8,1008.16,56.0,492.96,0.364,0
37.0,43.7,1016.21,99.2,446.61,0.944,1
35.7,38.0,1025.21,51.4,452.76,0.726,1
35.2,78.8,1029.08,41.8,451.83,0.684,1
26.8,62.4,1016.44,31.4,468.38,0.518,0
11.1,53.7,1010.06,89.1,496.58,0.523,0
26.6,56.5,1020.62,29.5,473.23,0.499,0
4.5,32.5,1019.0,67.6,511.78,0.336,0
5.8,28.5,1031.44,70.3,519.0,0.346,0
22.9,60.5,1002.3,79.8,467.13,0.673,1
11.6,31.0,1031.65,33.5,509.76,0.28,0
22.8,60.1,999.01,88.9,465.01,0.711,1
20.2,45.8,1023.6,72.3,473.7,0.6,1
29.8,69.5,1000.13,33.4,466.41,0.563,0
35.1,72.7,996.88,68.5,437.46,0.818,1
2.3,62.5,1002.74,56.2,509.2,0.271,0
17.8,31.6,1012.87,93.5,482.04,0.642,1
21.9,57.4,1004.36,92.3,463.47,0.718,1
26.0,60.6,1025.69,42.7,471.97,0.548,0
10.3,76.5,1031.22,59.7,492.43,0.405,0
19.2,79.6,994.79,88.9,468.04,0.667,1
19.2,66.7,1017.12,41.4,476.45,0.461,0
13.7,39.7,994.95,81.8,493.07,0.53,0
4.8,43.5,1024.45,63.0,510.38,0.324,0
16.1,69.7,999.97,55.6,487.53,0.462,0
33.8,28.7,994.96,83.8,447.95,0.845,1
4.7,31.3,1027.72,37.9,522.91,0.197,0
17.8,50.7,1006.38,60.6,486.18,0.502,0
12.0,77.2,1011.07,41.9,493.12,0.352,0
33.0,35.4,1029.48,57.2,463.31,0.7,1
6.8,63.6,1017.81,58.3,502.71,0.341,0
21.6,69.3,996.56,82.6,462.15,0.679,1
21.9,46.5,1008.68,85.5,474.07,0.67,1
29.2,63.9,1029.51,63.5,465.48,0.679,1
23.4,77.1,1006.75,46.7,467.6,0.545,0
24.0,43.2,1002.93,96.6,462.66,0.76,1
17.2,46.8,1003.02,80.4,481.86,0.584,0
17.0,27.3,992.5,31.8,502.84,0.345,0
6.2,68.2,1026.7,50.1,498.77,0.31,0
28.9,36.2,1023.29,49.4,474.56,0.601,1
28.4,80.8,999.5,34.7,460.18,0.566,0
21.3,46.9,1019.3,88.5,468.63,0.687,1
17.0,73.3,1000.51,83.7,480.98,0.596,0
35.7,55.3,1022.82,66.7,451.95,0.789,1
21.9,26.4,1012.94,34.7,482.97,0.45,0
24.3,39.7,994.19,94.0,470.6,0.738,1
27.2,51.7,998.05,59.3,469.34,0.633,1
20.5,81.6,1017.51,57.8,475.78,0.542,0
12.9,62.7,1012.83,73.2,494.78,0.483,0
27.1,66.4,1009.36,84.0,457.74,0.753,1
13.2,55.1,1032.84,55.5,497.83,0.409,0
29.9,45.2,1018.99,75.7,461.1,0.744,1
17.8,73.6,998.48,43.7,477.88,0.451,0
6.2,62.8,1023.43,34.3,503.45,0.237,0
18.7,39.9,1000.11,71.2,478.21,0.57,0
36.5,46.5,1004.92,50.1,452.44,0.73,1
17.1,42.8,1003.24,48.1,493.55,0.43,0
26.3,67.5,1011.34,94.6,460.92,0.781,1
5.6,80.3,1005.48,35.1,501.87,0.238,0
26.7,75.6,995.76,27.1,459.39,0.518,0
20.8,64.3,999.31,78.6,464.58,0.65,1
4.1,57.0,1022.9,99.0,505.84,0.468,0
21.4,66.0,1010.51,58.2,474.1,0.556,0
5.8,77.9,996.51,93.4,491.91,0.493,0
10.0,37.3,1029.6,31.9,508.9,0.258,0
37.0,45.1,1026.54,64.9,444.76,0.811,1
17.3,37.2,996.96,42.6,487.01,0.423,0
35.5,52.1,1017.59,98.3,444.2,0.929,1
34.2,37.4,1011.82,42.3,460.2,0.658,1
16.5,59.6,997.12,85.7,480.99,0.599,0
22.0,28.1,993.54,29.9,480.73,0.436,0
8.7,71.8,1000.53,53.0,493.79,0.358,0
7.1,36.6,1010.86,84.1,496.2,0.461,0
7.9,54.3,992.92,78.3,495.26,0.448,0
24.9,65.1,1002.28,84.0,464.55,0.716,1
12.9,34.4,1008.21,84.8,495.83,0.527,0
29.4,52.4,1001.59,79.0,452.18,0.769,1
8.9,25.7,993.07,32.7,510.95,0.245,0
37.0,78.3,1021.3,74.1,439.92,0.857,1
24.7,65.9,1025.71,29.3,471.17,0.482,0
27.5,77.4,1024.75,55.1,466.67,0.624,1
21.2,70.0,1029.38,28.9,471.5,0.442,0
33.9,36.8,1026.88,52.0,465.63,0.684,1
26.5,66.3,1005.77,96.2,445.5,0.82,1
9.1,33.2,1002.83,27.7,507.39,0.234,0
19.9,60.5,1012.43,40.2,486.26,0.443,0
9.0,46.9,1027.29,81.8,506.57,0.451,0
30.6,57.6,1026.16,53.8,462.86,0.66,1
35.6,73.3,1031.57,29.9,447.54,0.649,1
28.7,59.5,1002.9,30.9,462.63,0.548,0
