machine_id,day,age_years,volt,rotate,pressure,vibration,failure_type,has_failure
13,111,16.4,178.66,464.69,103.09,29.6,none,0
13,112,16.4,165.3,472.97,96.45,25.25,none,0
13,113,16.4,165.62,441.34,99.31,45.3,none,0
13,114,16.4,163.6,469.08,100.19,43.72,none,0
13,115,16.4,165.87,471.13,100.56,41.61,none,0
13,116,16.4,168.65,431.71,101.2,40.75,none,0
13,117,16.4,164.34,479.44,96.96,41.27,none,0
13,118,16.4,168.12,476.33,101.22,44.55,none,0
13,119,16.4,168.23,465.54,98.71,20.13,none,0
14,0,14.3,166.75,429.67,98.78,48.01,none,0
14,1,14.3,174.81,443.23,104.17,51.36,none,0
14,2,14.3,174.35,423.94,99.58,41.43,none,0
14,3,14.3,166.82,453.97,99.97,45.25,none,0
14,4,14.3,165.3,461.86,103.02,46.33,none,0
14,5,14.3,180.87,459.58,97.81,39.12,none,0
14,6,14.3,166.18,425.46,100.71,40.56,none,0
14,7,14.3,163.94,418.77,99.5,38.13,none,0
14,8,14.3,165.99,499.13,108.49,36.86,none,0
14,9,14.3,171.38,455.15,95.62,44.67,none,0
14,10,14.3,170.03,432.82,103.99,48.31,none,0
14,11,14.3,170.11,450.16,99.82,36.04,none,0
14,12,14.3,163.49,480.75,99.01,34.22,none,0
14,13,14.3,172.74,472.16,99.04,34.49,none,0
14,14,14.3,173.42,479.63,96.63,47.77,none,0
14,15,14.3,176.88,454.49,102.8,27.6,none,0
14,16,14.3,179.4,435.25,99.11,34.22,none,0
14,17,14.3,160.32,482.06,100.22,24.08,none,0
14,18,14.3,178.75,418.51,106.63,49.19,none,0
14,19,14.3,176.43,458.5,91.59,33.94,none,0
14,20,14.3,167.52,472.89,98.44,34.84,none,0
14,21,14.3,179.09,429.62,98.14,46.16,none,0
14,22,14.3,167.64,443.45,100.04,42.58,none,0
14,23,14.3,168.84,462.22,102.73,30.15,none,0
14,24,14.3,169.0,453.51,99.51,48.13,none,0
14,25,14.3,167.03,452.78,101.35,38.96,none,0
14,26,14.3,175.03,421.25,105.15,30.23,none,0
14,27,14.3,172.45,488.99,101.76,44.61,none,0
14,28,14.3,177.21,469.14,103.6,44.61,none,0
14,29,14.3,172.83,460.68,101.67,48.32,none,0
14,30,14.3,172.15,466.4,103.38,32.74,none,0
14,31,14.3,181.0,450.82,98.39,36.6,none,0
14,32,14.3,176.79,465.2,105.08,39.83,none,0
14,33,14.3,169.02,458.3,102.23,40.15,none,0
14,34,14.3,166.41,420.53,98.31,45.19,none,0
14,35,14.3,174.86,433.39,100.41,35.21,none,0
14,36,14.3,177.99,473.76,102.49,59.4,none,0
14,37,14.3,172.26,492.11,106.57,30.61,none,0
14,38,14.3,167.36,407.13,100.45,39.48,none,0
14,39,14.3,180.67,462.91,102.81,32.94,none,0
14,40,14.3,178.11,432.03,100.39,42.82,none,0
14,41,14.3,161.22,457.01,98.12,43.96,none,0
14,42,14.3,168.01,422.14,96.94,55.11,none,0
14,43,14.3,167.99,427.28,98.81,36.79,none,0
14,44,14.3,162.82,450.97,101.59,52.46,none,0
14,45,14.3,167.75,452.01,103.28,31.2,none,0
14,46,14.3,170.31,452.91,96.46,40.28,none,0
14,47,14.3,176.92,450.27,103.54,45.41,none,0
14,48,14.3,173.71,437.65,94.36,34.66,none,0
14,49,14.3,172.09,439.79,104.87,51.03,none,0
14,50,14.3,163.08,455.46,100.14,47.5,none,0
14,51,14.3,173.69,445.14,102.23,34.81,none,0
14,52,14.3,172.18,431.46,96.85,28.95,none,0
14,53,14.3,176.03,446.27,106.66,45.06,none,0
14,54,14.3,167.07,448.68,103.09,37.71,none,0
14,55,14.3,164.12,455.87,97.76,43.5,none,0
14,56,14.3,164.14,451.7,96.5,28.46,none,0
14,57,14.3,171.77,449.33,99.77,36.31,none,0
14,58,14.3,166.68,430.61,103.09,38.34,none,0
14,59,14.3,172.86,438.59,98.44,37.54,none,0
14,60,14.3,165.11,468.3,101.78,38.87,none,0
14,61,14.3,171.75,450.6,101.88,52.08,none,0
14,62,14.3,171.56,418.29,99.48,34.13,none,0
14,63,14.3,168.32,452.38,97.64,38.12,none,0
14,64,14.3,171.09,437.85,98.97,45.59,none,0
14,65,14.3,159.8,422.79,99.47,26.16,none,0
14,66,14.3,175.35,432.98,96.43,26.5,none,0
14,67,14.3,171.47,429.59,93.82,28.0,none,0
14,68,14.3,162.54,488.72,102.74,60.69,none,0
14,69,14.3,171.16,439.7,97.0,39.23,none,0
14,70,14.3,164.34,472.03,100.85,25.81,none,0
14,71,14.3,166.76,437.46,102.35,31.8,none,0
14,72,14.3,178.52,446.23,97.22,40.1,none,0
14,73,14.3,169.7,436.26,100.63,57.87,none,0
14,74,14.3,171.93,461.41,104.85,38.36,none,0
14,75,14.3,173.41,453.07,101.19,53.39,none,0
14,76,14.3,177.08,462.3,94.76,37.97,none,0
14,77,14.3,172.05,453.7,96.12,31.72,none,0
14,78,14.3,167.78,450.35,95.6,31.59,none,0
14,79,14.3,164.84,441.14,95.32,42.54,none,0
14,80,14.3,172.81,427.61,97.04,44.28,none,0
14,81,14.3,169.15,456.51,106.15,42.16,none,0
14,82,14.3,174.89,414.24,96.56,53.89,none,0
14,83,14.3,173.61,457.12,102.63,49.91,none,0
14,84,14.3,166.94,461.26,105.0,25.86,none,0
14,85,14.3,170.7,453.99,102.04,36.87,none,0
14,86,14.3,166.88,433.32,101.62,49.68,none,0
14,87,14.3,171.01,460.14,100.98,37.05,none,0
14,88,14.3,171.87,432.13,95.92,26.94,none,0
14,89,14.3,174.31,459.84,101.09,32.78,none,0
14,90,14.3,164.53,445.32,101.82,38.59,none,0
14,91,14.3,168.48,417.37,94.16,45.29,none,0
14,92,14.3,178.45,452.59,99.43,34.11,none,0
14,93,14.3,176.18,442.31,102.74,44.49,none,0
14,94,14.3,174.16,466.67,95.74,42.97,none,0
14,95,14.3,165.84,448.45,102.76,55.21,none,0
14,96,14.3,182.67,435.46,101.1,41.14,none,0
14,97,14.3,171.6,437.02,103.74,39.96,none,0
14,98,14.3,164.14,445.3,100.16,45.36,none,0
14,99,14.3,172.61,455.44,96.9,52.68,none,0
14,100,14.3,173.39,429.87,99.76,39.34,none,0
14,101,14.3,165.54,451.16,100.39,50.55,none,0
14,102,14.3,160.78,443.66,103.94,38.16,none,0
14,103,14.3,175.55,437.51,98.85,42.32,none,0
14,104,14.3,167.41,491.35,94.89,57.01,none,0
14,105,14.3,174.14,441.74,103.27,34.58,none,0
14,106,14.3,161.68,419.18,95.67,39.89,none,0
14,107,14.3,160.63,455.98,99.52,42.56,none,0
14,108,14.3,182.76,476.18,100.55,28.53,none,0
14,109,14.3,174.64,437.34,100.73,59.03,none,0
14,110,14.3,169.39,496.87,100.5,23.08,none,0
14,111,14.3,170.93,481.86,102.68,44.58,none,0
14,112,14.3,180.63,465.48,101.12,44.99,none,0
14,113,14.3,172.85,453.2,100.36,33.58,none,0
14,114,14.3,162.04,452.03,94.28,32.07,none,0
14,115,14.3,172.74,446.38,99.42,45.62,none,0
14,116,14.3,180.0,460.23,96.1,59.56,none,0
14,117,14.3,177.26,473.08,108.82,39.76,none,0
14,118,14.3,165.6,450.08,101.15,40.9,none,0
14,119,14.3,164.62,438.03,99.41,48.49,none,0
15,0,1.1,164.19,448.0,96.86,50.13,none,0
15,1,1.1,171.97,428.41,96.58,45.46,none,0
15,2,1.1,164.01,433.5,97.36,37.21,none,0
15,3,1.1,174.54,445.87,101.45,34.26,none,0
15,4,1.1,182.91,466.66,101.72,24.15,none,0
15,5,1.1,169.65,441.63,98.62,41.62,none,0
15,6,1.1,161.81,450.3,99.77,34.79,none,0
15,7,1.1,176.22,453.97,97.56,43.73,none,0
15,8,1.1,164.49,446.3,99.83,27.54,none,0
15,9,1.1,173.62,416.9,101.36,37.17,none,0
15,10,1.1,167.45,409.41,98.97,41.77,none,0
15,11,1.1,163.65,459.06,97.19,46.71,none,0
15,12,1.1,175.99,473.59,96.13,39.62,none,0
15,13,1.1,161.16,422.68,102.98,40.08,none,0
15,14,1.1,179.33,435.05,96.03,35.57,none,0
15,15,1.1,174.6,435.47,98.35,32.0,none,0
15,16,1.1,164.64,454.95,100.24,52.84,none,0
15,17,1.1,168.73,438.44,99.37,36.07,none,0
15,18,1.1,167.2,443.0,96.77,50.42,none,0
15,19,1.1,170.62,438.49,105.77,36.31,none,0
15,20,1.1,163.6,449.53,101.01,57.37,none,0
15,21,1.1,167.52,418.11,102.99,37.09,none,0
15,22,1.1,178.57,462.09,105.03,46.05,none,0
15,23,1.1,174.82,464.79,102.75,32.14,none,0
15,24,1.1,176.69,457.12,103.14,47.3,none,0
15,25,1.1,170.31,455.24,100.89,43.45,none,0
15,26,1.1,165.43,448.55,99.97,43.96,none,0
15,27,1.1,171.04,432.44,101.95,31.4,none,0
15,28,1.1,166.44,505.59,97.94,59.98,none,0
15,29,1.1,172.88,437.42,100.22,35.95,none,0
15,30,1.1,174.16,445.32,102.78,35.78,none,0
15,31,1.1,173.07,477.39,98.26,39.92,none,0
15,32,1.1,160.97,437.58,106.89,44.42,none,0
15,33,1.1,177.85,480.37,101.9,22.41,none,0
15,34,1.1,165.69,473.3,96.69,35.51,none,0
15,35,1.1,169.52,456.44,97.56,44.67,none,0
15,36,1.1,181.5,437.71,98.58,45.1,none,0
15,37,1.1,172.93,458.96,98.04,40.75,none,0
15,38,1.1,169.22,438.2,102.11,34.56,none,0
15,39,1.1,164.77,457.76,104.43,43.08,none,0
15,40,1.1,170.15,412.69,99.35,33.34,none,0
15,41,1.1,167.17,426.1,103.23,40.16,none,0
15,42,1.1,168.76,435.29,98.81,41.79,none,0
15,43,1.1,167.35,462.0,100.2,51.38,none,0
15,44,1.1,163.4,451.76,99.12,46.29,none,0
15,45,1.1,155.4,472.07,99.47,45.39,none,0
15,46,1.1,176.36,513.23,103.21,35.25,none,0
15,47,1.1,162.3,445.65,97.46,46.03,none,0
15,48,1.1,175.57,469.36,98.2,40.61,none,0
15,49,1.1,160.79,397.75,101.47,38.26,none,0
15,50,1.1,183.53,451.16,99.23,48.75,none,0
15,51,1.1,178.68,448.78,103.26,45.24,none,0
15,52,1.1,168.35,469.88,98.34,44.9,none,0
15,53,1.1,173.17,466.2,96.45,36.75,none,0
15,54,1.1,163.22,451.12,95.87,42.44,none,0
15,55,1.1,168.38,436.54,95.39,24.94,none,0
15,56,1.1,165.1,431.15,98.79,48.71,none,0
15,57,1.1,176.17,456.43,95.77,37.49,none,0
15,58,1.1,173.63,428.69,99.18,47.09,none,0
15,59,1.1,163.53,417.03,102.34,37.3,none,0
15,60,1.1,170.91,445.16,101.18,36.24,none,0
15,61,1.1,176.87,479.57,98.41,49.82,none,0
15,62,1.1,169.52,436.17,103.39,46.97,none,0
15,63,1.1,173.0,489.51,98.92,44.32,none,0
15,64,1.1,166.89,489.38,104.78,33.94,none,0
15,65,1.1,178.01,500.81,102.24,36.45,none,0
15,66,1.1,163.54,459.82,98.88,29.54,none,0
15,67,1.1,170.39,506.73,98.69,43.91,none,0
15,68,1.1,170.68,421.62,99.28,33.83,none,0
15,69,1.1,169.36,479.71,101.39,50.54,none,0
15,70,1.1,181.46,462.23,103.83,31.78,none,0
15,71,1.1,170.84,481.95,100.39,40.37,none,0
15,72,1.1,171.87,432.39,100.99,52.03,none,0
15,73,1.1,162.89,457.74,102.46,54.61,none,0
15,74,1.1,165.74,471.61,107.27,44.37,none,0
15,75,1.1,167.23,457.38,99.99,27.21,none,0
15,76,1.1,171.21,453.63,97.77,26.97,none,0
15,77,1.1,168.01,466.18,101.21,33.15,none,0
15,78,1.1,166.32,453.72,95.96,43.94,none,0
15,79,1.1,180.95,457.58,102.24,44.35,none,0
15,80,1.1,179.05,456.59,97.4,41.81,none,0
15,81,1.1,161.93,410.13,102.13,37.13,none,0
15,82,1.1,176.19,451.0,100.67,41.22,none,0
15,83,1.1,176.15,437.61,100.48,48.46,none,0
15,84,1.1,169.63,498.89,98.26,39.57,none,0
15,85,1.1,171.07,485.28,98.8,36.57,none,0
15,86,1.1,174.32,463.33,98.54,26.09,none,0
15,87,1.1,170.39,444.07,95.39,33.13,none,0
15,88,1.1,177.53,465.07,103.54,47.15,none,0
15,89,1.1,179.12,421.55,101.28,43.67,none,0
15,90,1.1,164.98,442.43,100.47,37.66,none,0
15,91,1.1,162.39,468.6,98.29,38.78,none,0
15,92,1.1,169.89,455.22,96.48,52.75,none,0
15,93,1.1,175.76,459.86,101.37,45.66,none,0
15,94,1.1,174.99,463.17,103.25,26.32,none,0
15,95,1.1,168.54,459.61,98.72,51.31,none,0
15,96,1.1,166.19,460.26,100.76,45.91,none,0
15,97,1.1,173.14,449.67,101.62,41.95,none,0
15,98,1.1,172.63,445.84,103.08,29.1,none,0
15,99,1.1,172.61,447.22,101.58,45.86,none,0
15,100,1.1,169.1,462.19,99.15,35.27,none,0
15,101,1.1,162.88,441.73,99.99,42.31,none,0
15,102,1.1,163.03,429.83,101.73,21.09,none,0
15,103,1.1,170.1,430.67,103.35,47.84,none,0
15,104,1.1,168.85,452.56,100.65,37.13,none,0
15,105,1.1,166.27,443.31,105.15,51.52,none,0
15,106,1.1,164.67,454.48,96.9,34.23,none,0
15,107,1.1,169.17,444.91,99.14,56.39,none,0
15,108,1.1,175.22,451.74,103.28,25.08,none,0
15,109,1.1,173.39,453.92,105.15,39.98,none,0
15,110,1.1,177.49,466.92,101.21,35.26,none,0
15,111,1.1,169.2,434.93,97.07,45.43,none,0
15,112,1.1,165.24,432.11,104.51,34.7,none,0
15,113,1.1,162.01,463.88,103.19,42.55,none,0
15,114,1.1,166.88,467.17,97.69,34.74,none,0
15,115,1.1,176.47,470.44,102.16,26.38,none,0
15,116,1.1,169.05,438.55,99.88,29.93,none,0
15,117,1.1,175.99,433.02,96.34,36.96,none,0
15,118,1.1,172.28,445.41,102.45,51.36,none,0
15,119,1.1,166.3,458.72,103.93,38.28,none,0
16,0,0.8,175.45,462.01,100.74,27.0,none,0
16,1,0.8,178.67,481.45,102.57,29.14,none,0
16,2,0.8,161.27,487.19,98.1,37.86,none,0
16,3,0.8,167.16,479.27,103.03,36.43,none,0
16,4,0.8,161.4,435.93,99.98,49.43,none,0
16,5,0.8,170.19,449.12,102.89,41.48,none,0
16,6,0.8,173.98,462.22,99.69,34.57,none,0
16,7,0.8,168.74,431.69,99.15,45.8,none,0
16,8,0.8,163.07,473.17,97.8,35.4,none,0
16,9,0.8,169.1,461.36,97.34,39.75,none,0
16,10,0.8,169.42,464.12,103.76,56.25,none,0
16,11,0.8,173.97,473.65,100.01,50.04,none,0
16,12,0.8,173.35,469.66,94.14,39.78,none,0
16,13,0.8,170.19,478.25,96.19,49.7,none,0
16,14,0.8,175.54,454.4,97.68,34.63,none,0
16,15,0.8,176.79,433.98,101.6,38.0,none,0
16,16,0.8,164.89,432.44,100.76,44.39,none,0
16,17,0.8,172.36,452.11,103.43,35.89,none,0
16,18,0.8,167.6,459.33,99.41,42.03,none,0
16,19,0.8,167.96,442.78,94.12,46.32,none,0
16,20,0.8,165.27,403.06,99.15,44.14,none,0
16,21,0.8,172.69,443.22,101.76,36.02,none,0
16,22,0.8,167.02,444.74,99.31,45.98,none,0
16,23,0.8,168.81,447.43,99.3,41.82,none,0
16,24,0.8,172.32,441.54,99.14,32.22,none,0
16,25,0.8,166.78,461.06,95.9,54.97,none,0
16,26,0.8,168.57,481.25,104.21,43.82,none,0
16,27,0.8,174.33,440.08,101.91,34.02,none,0
16,28,0.8,164.51,442.71,105.13,42.25,none,0
16,29,0.8,169.47,456.39,97.41,25.69,none,0
16,30,0.8,176.92,428.11,102.87,38.85,none,0
16,31,0.8,170.26,461.72,105.09,46.07,none,0
16,32,0.8,171.88,410.21,100.51,43.04,none,0
16,33,0.8,177.94,436.99,100.5,33.05,none,0
16,34,0.8,178.19,458.14,102.09,34.84,none,0
16,35,0.8,171.7,427.19,98.71,35.7,none,0
16,36,0.8,179.18,478.76,96.84,45.74,none,0
16,37,0.8,161.75,428.82,99.97,32.98,none,0
16,38,0.8,172.67,470.2,99.34,37.29,none,0
16,39,0.8,176.64,479.18,100.44,45.67,none,0
16,40,0.8,167.82,454.8,101.38,44.05,none,0
16,41,0.8,166.9,456.21,102.28,52.22,none,0
16,42,0.8,176.89,436.72,100.36,52.5,none,0
16,43,0.8,165.0,464.73,96.8,45.29,none,0
16,44,0.8,179.12,479.04,100.46,35.24,none,0
16,45,0.8,168.27,456.49,99.5,35.8,none,0
16,46,0.8,169.8,450.76,100.95,45.16,none,0
16,47,0.8,157.21,458.58,98.75,43.71,none,0
16,48,0.8,163.92,456.89,101.73,39.16,none,0
16,49,0.8,168.57,464.74,101.89,44.75,none,0
16,50,0.8,180.06,460.44,98.14,27.97,none,0
16,51,0.8,173.56,443.27,101.66,39.05,none,0
16,52,0.8,169.34,490.15,99.42,51.29,none,0
16,53,0.8,166.44,460.64,99.6,49.35,none,0
16,54,0.8,174.72,448.79,100.34,35.87,none,0
16,55,0.8,162.46,443.1,105.42,41.42,none,0
16,56,0.8,161.61,464.55,103.55,48.28,none,0
16,57,0.8,160.39,441.49,100.96,41.61,none,0
16,58,0.8,168.32,448.0,97.59,46.74,none,0
16,59,0.8,170.21,467.62,100.68,45.91,none,0
16,60,0.8,176.08,404.48,100.87,40.35,none,0
16,61,0.8,173.86,485.23,99.31,41.46,none,0
16,62,0.8,171.52,491.2,98.36,46.45,none,0
16,63,0.8,172.06,487.99,100.25,45.59,none,0
16,64,0.8,179.41,433.54,96.91,38.32,none,0
16,65,0.8,172.18,404.2,100.86,23.8,none,0
16,66,0.8,164.95,411.91,97.34,35.93,none,0
16,67,0.8,169.64,462.84,101.63,48.57,none,0
16,68,0.8,164.48,425.63,101.08,26.75,none,0
16,69,0.8,169.67,449.41,94.41,57.72,none,0
16,70,0.8,169.38,431.1,103.86,37.3,none,0
16,71,0.8,169.86,429.34,98.97,50.58,none,0
16,72,0.8,173.36,443.1,97.3,42.32,none,0
16,73,0.8,172.57,453.71,95.56,35.9,none,0
16,74,0.8,176.56,498.65,98.49,32.38,none,0
16,75,0.8,168.8,414.88,99.3,39.36,none,0
16,76,0.8,176.64,435.85,100.11,56.34,none,0
16,77,0.8,176.0,433.69,98.95,42.59,none,0
16,78,0.8,178.75,434.79,98.0,42.95,none,0
16,79,0.8,168.34,445.89,96.24,42.94,none,0
16,80,0.8,166.03,452.84,97.2,32.45,none,0
16,81,0.8,168.19,424.61,97.47,44.87,none,0
16,82,0.8,172.51,445.92,98.95,39.22,none,0
16,83,0.8,165.9,436.17,102.87,48.12,none,0
16,84,0.8,164.35,435.39,104.03,55.8,none,0
16,85,0.8,171.67,425.27,97.74,46.76,none,0
16,86,0.8,169.04,481.7,95.3,45.23,none,0
16,87,0.8,170.35,426.16,101.56,33.19,none,0
16,88,0.8,175.21,440.0,94.84,46.84,none,0
16,89,0.8,172.36,447.67,102.89,54.56,none,0
16,90,0.8,165.41,413.03,98.32,45.97,none,0
16,91,0.8,168.83,462.19,100.63,36.61,none,0
16,92,0.8,176.05,436.65,102.22,46.05,none,0
16,93,0.8,164.6,455.16,101.1,29.85,none,0
16,94,0.8,167.47,432.99,101.03,55.51,none,0
16,95,0.8,172.26,444.21,101.89,41.87,none,0
16,96,0.8,169.67,464.18,99.62,45.56,none,0
16,97,0.8,161.02,472.68,100.31,52.56,none,0
16,98,0.8,168.56,499.91,93.0,45.1,none,0
16,99,0.8,164.5,436.36,105.28,40.51,none,0
16,100,0.8,162.3,430.36,103.85,47.8,none,0
16,101,0.8,163.96,449.74,100.26,30.4,none,0
16,102,0.8,160.03,459.38,101.23,45.84,none,0
16,103,0.8,171.56,425.71,107.03,43.55,none,0
16,104,0.8,173.35,389.76,100.34,54.48,none,0
16,105,0.8,173.63,444.05,101.27,48.99,none,0
16,106,0.8,171.26,440.88,93.77,43.0,none,0
16,107,0.8,168.03,439.01,95.48,51.69,none,0
16,108,0.8,167.94,456.98,95.67,51.56,none,0
16,109,0.8,169.39,459.83,100.34,44.33,none,0
16,110,0.8,167.24,436.85,100.97,33.19,none,0
16,111,0.8,162.56,471.58,102.57,44.6,none,0
16,112,0.8,166.5,441.6,100.97,46.33,none,0
16,113,0.8,177.7,500.09,101.93,45.18,none,0
16,114,0.8,163.7,445.22,98.65,24.46,none,0
16,115,0.8,161.39,429.77,102.18,50.68,none,0
16,116,0.8,166.61,438.31,99.85,38.09,none,0
16,117,0.8,174.46,441.59,96.61,40.95,none,0
16,118,0.8,159.55,438.37,101.24,42.93,none,0
16,119,0.8,174.97,470.55,102.13,38.67,none,0
17,0,17.9,171.9,451.38,101.48,34.46,none,0
17,1,17.9,176.93,450.46,102.63,35.33,none,0
17,2,17.9,175.67,459.5,99.22,43.1,none,0
17,3,17.9,171.43,436.76,96.96,44.6,none,0
17,4,17.9,170.01,466.8,99.53,37.32,none,0
17,5,17.9,168.26,436.94,99.91,39.73,none,0
17,6,17.9,170.58,441.33,99.66,44.72,none,0
17,7,17.9,169.87,443.01,98.94,40.27,none,0
17,8,17.9,170.94,465.17,102.54,37.33,none,0
17,9,17.9,169.48,444.95,95.59,47.39,none,0
17,10,17.9,171.31,452.32,104.86,43.15,none,0
17,11,17.9,168.54,433.83,99.44,44.37,none,0
17,12,17.9,175.51,461.75,97.19,30.63,none,0
17,13,17.9,166.56,443.3,99.2,36.92,none,0
17,14,17.9,170.31,468.52,96.54,35.78,none,0
17,15,17.9,151.05,343.83,116.84,75.53,comp1,1
17,16,17.9,161.07,442.13,107.68,29.21,none,0
17,17,17.9,158.22,434.51,101.89,40.49,none,0
17,18,17.9,166.52,442.22,100.86,31.11,none,0
17,19,17.9,170.29,413.05,98.62,49.0,none,0
17,20,17.9,164.85,481.42,102.65,45.06,none,0
17,21,17.9,167.56,469.55,100.51,31.4,none,0
17,22,17.9,170.99,451.61,104.5,38.57,none,0
17,23,17.9,170.11,447.96,102.91,34.73,none,0
17,24,17.9,177.65,444.35,98.76,49.7,none,0
17,25,17.9,164.36,429.75,98.92,46.41,none,0
17,26,17.9,168.39,426.45,101.92,39.15,none,0
17,27,17.9,166.26,475.61,101.23,40.66,none,0
17,28,17.9,165.7,425.83,100.62,49.23,none,0
17,29,17.9,164.99,410.98,103.05,44.19,none,0
17,30,17.9,168.63,428.85,102.93,46.42,none,0
17,31,17.9,167.33,418.13,94.39,40.4,none,0
17,32,17.9,172.03,462.12,101.66,31.64,none,0
17,33,17.9,174.75,467.03,98.97,35.69,none,0
17,34,17.9,174.21,450.07,103.56,35.97,none,0
17,35,17.9,166.0,446.43,103.99,49.84,none,0
17,36,17.9,166.26,428.88,96.8,25.47,none,0
17,37,17.9,179.26,463.93,101.51,46.84,none,0
17,38,17.9,164.52,500.04,93.4,38.19,none,0
17,39,17.9,163.64,489.27,103.33,35.03,none,0
17,40,17.9,160.64,456.43,99.86,48.37,none,0
17,41,17.9,178.37,430.76,102.14,30.23,none,0
17,42,17.9,165.55,452.89,98.6,49.74,none,0
17,43,17.9,166.12,415.96,102.4,41.98,none,0
17,44,17.9,175.59,465.25,104.72,54.57,none,0
17,45,17.9,174.8,406.41,96.62,53.05,none,0
17,46,17.9,175.8,470.96,98.49,64.76,none,0
17,47,17.9,178.39,450.36,102.09,55.89,none,0
17,48,17.9,169.69,461.12,96.98,22.59,none,0
17,49,17.9,168.51,436.82,96.77,37.44,none,0
17,50,17.9,166.07,439.3,98.84,25.99,none,0
17,51,17.9,165.71,453.15,97.07,41.24,none,0
17,52,17.9,163.94,441.02,92.16,44.21,none,0
17,53,17.9,165.14,441.92,94.45,35.91,none,0
17,54,17.9,165.63,447.16,101.41,42.53,none,0
17,55,17.9,163.21,456.53,101.37,25.89,none,0
17,56,17.9,175.62,407.57,102.34,39.51,none,0
17,57,17.9,175.08,469.38,104.43,37.6,none,0
17,58,17.9,178.19,446.16,97.58,37.9,none,0
17,59,17.9,173.14,458.14,101.2,55.33,none,0
17,60,17.9,163.28,480.48,99.23,42.91,none,0
17,61,17.9,163.06,419.84,104.27,40.06,none,0
17,62,17.9,168.33,423.34,98.65,36.65,none,0
17,63,17.9,157.67,456.72,102.43,31.38,none,0
17,64,17.9,174.13,471.28,102.8,43.93,none,0
17,65,17.9,177.27,430.01,97.92,33.28,none,0
17,66,17.9,165.23,448.23,103.39,36.27,none,0
17,67,17.9,166.56,438.07,99.98,43.76,none,0
17,68,17.9,175.26,475.24,101.72,43.25,none,0
17,69,17.9,173.99,455.17,102.78,47.64,none,0
17,70,17.9,167.57,444.11,98.35,44.1,none,0
17,71,17.9,168.47,465.62,99.57,56.49,none,0
17,72,17.9,177.38,444.27,100.67,43.2,none,0
17,73,17.9,167.36,474.5,95.42,42.27,none,0
17,74,17.9,164.48,432.81,97.35,40.82,none,0
17,75,17.9,173.33,447.82,99.56,31.67,none,0
17,76,17.9,164.39,497.49,98.3,46.74,none,0
17,77,17.9,164.14,467.79,96.23,33.28,none,0
17,78,17.9,169.78,466.61,95.91,33.49,none,0
17,79,17.9,172.29,426.43,103.37,40.2,none,0
17,80,17.9,170.1,421.46,95.72,23.38,none,0
17,81,17.9,168.14,464.83,99.29,36.78,none,0
17,82,17.9,168.55,462.26,99.35,32.86,none,0
17,83,17.9,168.36,439.59,102.83,48.59,none,0
17,84,17.9,175.92,439.95,100.04,40.87,none,0
17,85,17.9,165.2,463.7,96.08,34.2,none,0
17,86,17.9,176.4,448.27,103.31,34.67,none,0
17,87,17.9,167.18,448.82,102.41,46.22,none,0
17,88,17.9,168.42,432.12,110.36,47.0,none,0
17,89,17.9,182.93,433.01,98.28,40.15,none,0
17,90,17.9,164.04,439.06,109.3,47.69,none,0
17,91,17.9,166.48,469.29,98.82,35.14,none,0
17,92,17.9,168.08,426.13,99.85,35.96,none,0
17,93,17.9,178.54,424.15,95.44,39.91,none,0
17,94,17.9,177.5,422.51,98.38,43.57,none,0
17,95,17.9,167.38,443.06,98.66,43.24,none,0
17,96,17.9,176.71,453.65,101.19,27.86,none,0
17,97,17.9,159.02,435.33,102.39,44.48,none,0
17,98,17.9,177.28,445.06,100.64,59.61,none,0
17,99,17.9,167.2,460.55,99.78,30.25,none,0
17,100,17.9,169.13,425.91,95.54,33.96,none,0
17,101,17.9,159.14,415.85,95.41,44.91,none,0
17,102,17.9,165.82,447.59,100.74,32.36,none,0
17,103,17.9,167.97,450.97,98.56,48.91,none,0
17,104,17.9,168.74,444.12,98.4,30.62,none,0
17,105,17.9,174.05,445.48,98.57,47.49,none,0
17,106,17.9,168.27,458.35,97.77,49.9,none,0
17,107,17.9,175.57,505.31,99.15,45.8,none,0
17,108,17.9,173.17,457.8,107.78,33.94,none,0
17,109,17.9,165.73,445.85,102.02,48.98,none,0
17,110,17.9,166.31,421.59,99.23,43.25,none,0
17,111,17.9,169.83,461.63,99.24,44.55,none,0
17,112,17.9,171.97,439.24,100.39,26.31,none,0
17,113,17.9,167.49,458.23,101.3,48.2,none,0
17,114,17.9,178.96,448.65,102.39,34.86,none,0
17,115,17.9,178.51,456.09,96.27,27.57,none,0
17,116,17.9,166.99,420.86,98.93,38.7,none,0
17,117,17.9,171.76,458.77,96.88,36.42,none,0
17,118,17.9,162.91,460.57,103.91,29.38,none,0
17,119,17.9,174.94,460.74,98.9,41.85,none,0
18,0,2.5,157.43,446.47,95.71,31.56,none,0
18,1,2.5,164.1,455.51,98.58,57.23,none,0
18,2,2.5,176.86,455.41,103.46,39.91,none,0
18,3,2.5,172.06,466.07,104.6,44.2,none,0
18,4,2.5,168.01,462.18,100.37,48.78,none,0
18,5,2.5,170.29,442.0,105.43,52.34,none,0
18,6,2.5,171.8,450.08,102.18,44.6,none,0
18,7,2.5,173.04,438.55,100.11,32.16,none,0
18,8,2.5,171.35,458.01,103.74,39.82,none,0
